48
# x y z
40	10	-97.5
25	25	-97.5
10	40	-97.5
2	47.5	-87
2	47.5	-72
2	47.5	-57
2	47.5	-42
2	47.5	-27
2	47.5	-12
10	40	-3
25	25	-3
40	10	-3
40	-10	-3
25	-25	-3
10	-40	-3
2	-47.5	-12
2	-47.5	-27
2	-47.5	-42
2	-47.5	-57
2	-47.5	-72
2	-47.5	-87
10	-40	-97.5
25	-25	-97.5
40	-10	-97.5
60	-10	-97.5
75	-25	-97.5
90	-40	-97.5
98	-47.5	-87
98	-47.5	-72
98	-47.5	-57
98	-47.5	-42
98	-47.5	-27
98	-47.5	-12
90	-40	-3
75	-25	-3
60	-10	-3
60	10	-3
75	25	-3
90	40	-3
98	47.5	-12
98	47.5	-27
98	47.5	-42
98	47.5	-57
98	47.5	-72
98	47.5	-87
90	40	-97.5
75	25	-97.5
60	10	-97.5
2194
# a b m n err i ip iperr k r rhoa u valid 
1	2	3	4	1.00006961085685e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.96407178992572e+02	-0.00000000000000e+00	9.93393591804518e+02	0.00000000000000e+00	1
1	2	4	5	1.00008226106430e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-8.23343146260917e+02	-0.00000000000000e+00	9.95982868589693e+02	0.00000000000000e+00	1
1	2	5	6	1.00010021035437e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.00377788124360e+03	-0.00000000000000e+00	9.98446979612841e+02	0.00000000000000e+00	1
1	2	6	7	1.00015571334663e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.56214148656929e+03	-0.00000000000000e+00	9.85606203892642e+02	0.00000000000000e+00	1
1	2	7	8	1.00026691560932e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.68346782280610e+03	-0.00000000000000e+00	1.00744017350394e+03	0.00000000000000e+00	1
1	2	8	9	1.00051268003481e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.16445098914010e+03	-0.00000000000000e+00	9.87073148931396e+02	0.00000000000000e+00	1
1	2	9	10	1.00102393390204e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.03408728765620e+04	-0.00000000000000e+00	1.00428252888371e+03	0.00000000000000e+00	1
1	2	10	11	1.00066608324036e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.83506307375314e+03	-0.00000000000000e+00	1.02962017447234e+03	0.00000000000000e+00	1
1	2	11	12	1.00050003578931e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.34381588679244e+03	-0.00000000000000e+00	1.08524716269042e+03	0.00000000000000e+00	1
1	2	12	13	1.00101846603687e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-8.20846201544056e+03	-0.00000000000000e+00	7.94904369760647e+02	0.00000000000000e+00	1
1	2	13	14	1.01180014588520e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.93819398574113e+04	0.00000000000000e+00	6.82421349443324e+02	0.00000000000000e+00	1
1	2	14	15	1.00695153186911e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.57014986108411e+04	0.00000000000000e+00	9.42477305479649e+02	0.00000000000000e+00	1
1	2	15	16	1.00856338569278e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-8.40303251926737e+04	0.00000000000000e+00	9.75736047014721e+02	0.00000000000000e+00	1
1	2	16	17	1.00410386774351e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.04518159819132e+04	-0.00000000000000e+00	9.97441965944095e+02	0.00000000000000e+00	1
1	2	17	18	1.00235594084350e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.33553430230449e+04	-0.00000000000000e+00	1.00821599977382e+03	0.00000000000000e+00	1
1	2	18	19	1.00166866637420e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.66073983692849e+04	-0.00000000000000e+00	9.78389825455088e+02	0.00000000000000e+00	1
1	2	19	20	1.00138950150273e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.38600121147335e+04	-0.00000000000000e+00	9.90493599254844e+02	0.00000000000000e+00	1
1	2	20	21	1.00155516274218e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.55302794946608e+04	-0.00000000000000e+00	1.00445796619853e+03	0.00000000000000e+00	1
1	2	21	22	1.00149903997657e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.49790228827389e+04	-0.00000000000000e+00	1.00903051034671e+03	0.00000000000000e+00	1
1	2	22	23	1.00024016301760e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.40122969510128e+03	-0.00000000000000e+00	9.87658631980226e+02	0.00000000000000e+00	1
1	2	23	24	1.00004820078724e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.81987532669117e+02	-0.00000000000000e+00	9.86663767819246e+02	0.00000000000000e+00	1
1	2	24	25	1.00012572268100e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.25922870983073e+03	0.00000000000000e+00	1.00157774155938e+03	0.00000000000000e+00	1
1	2	25	26	1.00010159173879e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.01740760578565e+03	0.00000000000000e+00	9.88299720506003e+02	0.00000000000000e+00	1
1	2	26	27	1.00044181697714e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	4.43447103463733e+03	0.00000000000000e+00	9.99877789429883e+02	0.00000000000000e+00	1
1	2	27	28	1.00137159899394e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.38152282027225e+04	0.00000000000000e+00	1.01999635075031e+03	0.00000000000000e+00	1
1	2	28	29	1.00099406400841e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.00285167391606e+04	-0.00000000000000e+00	1.01005869526735e+03	0.00000000000000e+00	1
1	2	29	30	1.00080911912466e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.17648790942566e+03	-0.00000000000000e+00	1.01203813986282e+03	0.00000000000000e+00	1
1	2	30	31	1.00084931994247e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.59770361247468e+03	0.00000000000000e+00	9.84404690138331e+02	0.00000000000000e+00	1
1	2	31	32	1.00107037172271e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.08413036541613e+04	-0.00000000000000e+00	1.00923537082669e+03	0.00000000000000e+00	1
1	2	32	33	1.00167505683091e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.69381627232801e+04	-0.00000000000000e+00	1.01127745997330e+03	0.00000000000000e+00	1
1	2	33	34	1.00302855958950e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.06611185849840e+04	-0.00000000000000e+00	1.02741077705759e+03	0.00000000000000e+00	1
1	2	34	35	1.00163331922347e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.68653353678561e+04	-0.00000000000000e+00	1.02267618112311e+03	0.00000000000000e+00	1
1	2	35	36	1.00089642121195e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.33241664927041e+03	-0.00000000000000e+00	1.05492331940427e+03	0.00000000000000e+00	1
1	2	36	37	1.00132333583634e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.01736257106436e+04	0.00000000000000e+00	7.61197275584293e+02	0.00000000000000e+00	1
1	2	37	38	1.01213007472138e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-8.09828745516375e+04	0.00000000000000e+00	6.70806975536373e+02	0.00000000000000e+00	1
1	2	38	39	1.00697772679602e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.59704761976795e+04	0.00000000000000e+00	9.45360397969825e+02	0.00000000000000e+00	1
1	2	39	40	1.00787730653936e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.71438707523380e+04	0.00000000000000e+00	9.82940464604820e+02	0.00000000000000e+00	1
1	2	40	41	1.00401457177145e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.95880719899100e+04	-0.00000000000000e+00	9.97183914896137e+02	0.00000000000000e+00	1
1	2	41	42	1.00235481944695e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.33547056867649e+04	-0.00000000000000e+00	9.91699879929812e+02	0.00000000000000e+00	1
1	2	42	43	1.00165853712581e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.65147538774466e+04	-0.00000000000000e+00	1.00039318877457e+03	0.00000000000000e+00	1
1	2	43	44	1.00139027828280e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.38751948637199e+04	-0.00000000000000e+00	1.01064079909257e+03	0.00000000000000e+00	1
1	2	44	45	1.00152869523144e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.52715474591719e+04	-0.00000000000000e+00	9.89971057237638e+02	0.00000000000000e+00	1
1	2	45	46	1.00155080585525e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.54997504378986e+04	-0.00000000000000e+00	9.89165409210194e+02	0.00000000000000e+00	1
1	2	46	47	1.00024953250659e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.49499992636222e+03	-0.00000000000000e+00	1.00556716380488e+03	0.00000000000000e+00	1
1	2	47	48	1.00004839168910e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.83905633402402e+02	-0.00000000000000e+00	1.00639354556215e+03	0.00000000000000e+00	1
2	3	4	5	1.00001977004169e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.97726725773086e+02	-0.00000000000000e+00	1.00273159061162e+03	0.00000000000000e+00	1
2	3	5	6	1.00004503604264e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.50573506230144e+02	-0.00000000000000e+00	1.01241109606375e+03	0.00000000000000e+00	1
2	3	6	7	1.00010245510533e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.02594616852871e+03	0.00000000000000e+00	9.90883360088471e+02	0.00000000000000e+00	1
2	3	7	8	1.00022137163992e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.22023583673984e+03	0.00000000000000e+00	1.00434833886023e+03	0.00000000000000e+00	1
2	3	8	9	1.00048556775584e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.87880673077773e+03	0.00000000000000e+00	9.87365886731943e+02	0.00000000000000e+00	1
2	3	9	10	1.00103072791846e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.03786611818270e+04	-0.00000000000000e+00	1.00560876366934e+03	0.00000000000000e+00	1
2	3	10	11	1.00073623781916e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.50828813129803e+03	-0.00000000000000e+00	1.00644620682943e+03	0.00000000000000e+00	1
2	3	11	12	1.00064332652887e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.85000452790479e+03	-0.00000000000000e+00	1.04164425731071e+03	0.00000000000000e+00	1
2	3	12	13	1.00144921815391e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.19046830235848e+04	0.00000000000000e+00	8.12684655666420e+02	0.00000000000000e+00	1
2	3	13	14	1.00845970611522e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.47989280481432e+04	0.00000000000000e+00	7.65715225324425e+02	0.00000000000000e+00	1
2	3	14	15	1.00594660708008e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.69893386304789e+04	0.00000000000000e+00	9.72487278973082e+02	0.00000000000000e+00	1
2	3	15	16	1.00758529752400e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.46950771358977e+04	0.00000000000000e+00	9.93433059903288e+02	0.00000000000000e+00	1
2	3	16	17	1.00374230534774e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.69911851548613e+04	-0.00000000000000e+00	9.95107193632252e+02	0.00000000000000e+00	1
2	3	17	18	1.00219726285428e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.18177018804323e+04	0.00000000000000e+00	9.99889641997988e+02	0.00000000000000e+00	1
2	3	18	19	1.00159758539410e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.59140569952394e+04	-0.00000000000000e+00	9.93609754290622e+02	0.00000000000000e+00	1
2	3	19	20	1.00138488731278e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.38202410725597e+04	-0.00000000000000e+00	1.00360851323425e+03	0.00000000000000e+00	1
2	3	20	21	1.00158287729952e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.58107315882480e+04	-0.00000000000000e+00	1.00190543623492e+03	0.00000000000000e+00	1
2	3	21	22	1.00200357681739e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.00199158486299e+04	-0.00000000000000e+00	9.89196394502431e+02	0.00000000000000e+00	1
2	3	22	23	1.00059645627054e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.96256573180979e+03	-0.00000000000000e+00	9.75094593048028e+02	0.00000000000000e+00	1
2	3	23	24	1.00024134149764e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.41301436346381e+03	-0.00000000000000e+00	1.00235726599982e+03	0.00000000000000e+00	1
2	3	24	25	1.00036993143316e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.70950524112016e+03	0.00000000000000e+00	1.01040986793636e+03	0.00000000000000e+00	1
2	3	25	26	1.00044161075366e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	4.43226829537914e+03	0.00000000000000e+00	9.87759991604294e+02	0.00000000000000e+00	1
2	3	26	27	1.00151403798380e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.52487502985847e+04	0.00000000000000e+00	1.00915532882622e+03	0.00000000000000e+00	1
2	3	27	28	1.00384298018009e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.88697648155638e+04	0.00000000000000e+00	1.01231408125457e+03	0.00000000000000e+00	1
2	3	28	29	1.00262305647123e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.65736204169281e+04	-0.00000000000000e+00	1.01958433868258e+03	0.00000000000000e+00	1
2	3	29	30	1.00203822056113e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.06805969054271e+04	-0.00000000000000e+00	1.00660111057363e+03	0.00000000000000e+00	1
